,GRUP,ALT GRUP,PARÇA,STOK KODU,AÇIKLAMA
974,KOZMETİK,Boya & Detay,Parça Boya,BYAPRCDGSCKMOEM01,"BYAPRCDGSCKMOEM01 - Boya & Detay, Parça Boya, Değişim, Çıkma, OEM, 1 adet"
975,KOZMETİK,Boya & Detay,Parça Boya,BYAPRCDGSCKMMUA01,"BYAPRCDGSCKMMUA01 - Boya & Detay, Parça Boya, Değişim, Çıkma, MUA, 1 adet"
976,KOZMETİK,Boya & Detay,Lokal Boya,BYALOCONR,"BYALOCONR - Boya & Detay, Lokal Boya, Onarım"
977,KOZMETİK,Boya & Detay,Lokal Boya,BYALOCDGSSFROEM01,"BYALOCDGSSFROEM01 - Boya & Detay, Lokal Boya, Değişim, Sıfır Ürün, OEM, 1 adet"
978,KOZMETİK,Boya & Detay,Lokal Boya,BYALOCDGSSFRMUA01,"BYALOCDGSSFRMUA01 - Boya & Detay, Lokal Boya, Değişim, Sıfır Ürün, MUA, 1 adet"
979,KOZMETİK,Boya & Detay,Lokal Boya,BYALOCDGSCKMOEM01,"BYALOCDGSCKMOEM01 - Boya & Detay, Lokal Boya, Değişim, Çıkma, OEM, 1 adet"
980,KOZMETİK,Boya & Detay,Lokal Boya,BYALOCDGSCKMMUA01,"BYALOCDGSCKMMUA01 - Boya & Detay, Lokal Boya, Değişim, Çıkma, MUA, 1 adet"
981,KOZMETİK,Boya & Detay,Komple Boya,BYAKMPONR,"BYAKMPONR - Boya & Detay, Komple Boya, Onarım"
982,KOZMETİK,Boya & Detay,Komple Boya,BYAKMPDGSSFROEM01,"BYAKMPDGSSFROEM01 - Boya & Detay, Komple Boya, Değişim, Sıfır Ürün, OEM, 1 adet"
983,KOZMETİK,Boya & Detay,Komple Boya,BYAKMPDGSSFRMUA01,"BYAKMPDGSSFRMUA01 - Boya & Detay, Komple Boya, Değişim, Sıfır Ürün, MUA, 1 adet"
984,KOZMETİK,Boya & Detay,Komple Boya,BYAKMPDGSCKMOEM01,"BYAKMPDGSCKMOEM01 - Boya & Detay, Komple Boya, Değişim, Çıkma, OEM, 1 adet"
985,KOZMETİK,Boya & Detay,Komple Boya,BYAKMPDGSCKMMUA01,"BYAKMPDGSCKMMUA01 - Boya & Detay, Komple Boya, Değişim, Çıkma, MUA, 1 adet"
986,KOZMETİK,Boya & Detay,Vernik Uygulaması,BYAVRNONR,"BYAVRNONR - Boya & Detay, Vernik Uygulaması, Onarım"
987,KOZMETİK,Boya & Detay,Vernik Uygulaması,BYAVRNDGSSFROEM01,"BYAVRNDGSSFROEM01 - Boya & Detay, Vernik Uygulaması, Değişim, Sıfır Ürün, OEM, 1 adet"
988,KOZMETİK,Boya & Detay,Vernik Uygulaması,BYAVRNDGSSFRMUA01,"BYAVRNDGSSFRMUA01 - Boya & Detay, Vernik Uygulaması, Değişim, Sıfır Ürün, MUA, 1 adet"
989,KOZMETİK,Boya & Detay,Vernik Uygulaması,BYAVRNDGSCKMOEM01,"BYAVRNDGSCKMOEM01 - Boya & Detay, Vernik Uygulaması, Değişim, Çıkma, OEM, 1 adet"
990,KOZMETİK,Boya & Detay,Vernik Uygulaması,BYAVRNDGSCKMMUA01,"BYAVRNDGSCKMMUA01 - Boya & Detay, Vernik Uygulaması, Değişim, Çıkma, MUA, 1 adet"
991,KOZMETİK,Boya & Detay,Pasta-Cila,BYAPSTONR,"BYAPSTONR - Boya & Detay, Pasta-Cila, Onarım"
992,KOZMETİK,Boya & Detay,Pasta-Cila,BYAPSTDGSSFROEM01,"BYAPSTDGSSFROEM01 - Boya & Detay, Pasta-Cila, Değişim, Sıfır Ürün, OEM, 1 adet"
993,KOZMETİK,Boya & Detay,Pasta-Cila,BYAPSTDGSSFRMUA01,"BYAPSTDGSSFRMUA01 - Boya & Detay, Pasta-Cila, Değişim, Sıfır Ürün, MUA, 1 adet"
994,KOZMETİK,Boya & Detay,Pasta-Cila,BYAPSTDGSCKMOEM01,"BYAPSTDGSCKMOEM01 - Boya & Detay, Pasta-Cila, Değişim, Çıkma, OEM, 1 adet"
995,KOZMETİK,Boya & Detay,Pasta-Cila,BYAPSTDGSCKMMUA01,"BYAPSTDGSCKMMUA01 - Boya & Detay, Pasta-Cila, Değişim, Çıkma, MUA, 1 adet"
996,KOZMETİK,Boya & Detay,Seramik Kaplama,BYASRMONR,"BYASRMONR - Boya & Detay, Seramik Kaplama, Onarım"
997,KOZMETİK,Boya & Detay,Seramik Kaplama,BYASRMDGSSFROEM01,"BYASRMDGSSFROEM01 - Boya & Detay, Seramik Kaplama, Değişim, Sıfır Ürün, OEM, 1 adet"
998,KOZMETİK,Boya & Detay,Seramik Kaplama,BYASRMDGSSFRMUA01,"BYASRMDGSSFRMUA01 - Boya & Detay, Seramik Kaplama, Değişim, Sıfır Ürün, MUA, 1 adet"
999,KOZMETİK,Boya & Detay,Seramik Kaplama,BYASRMDGSCKMOEM01,"BYASRMDGSCKMOEM01 - Boya & Detay, Seramik Kaplama, Değişim, Çıkma, OEM, 1 adet"
1000,KOZMETİK,Boya & Detay,Seramik Kaplama,BYASRMDGSCKMMUA01,"BYASRMDGSCKMMUA01 - Boya & Detay, Seramik Kaplama, Değişim, Çıkma, MUA, 1 adet"
1001,KOZMETİK,Boya & Detay,Boyasız Göçük Düzeltme (PDR),BYAPDRONR,"BYAPDRONR - Boya & Detay, Boyasız Göçük Düzeltme (PDR), Onarım"
1002,KOZMETİK,Boya & Detay,Boyasız Göçük Düzeltme (PDR),BYAPDRDGSSFROEM01,"BYAPDRDGSSFROEM01 - Boya & Detay, Boyasız Göçük Düzeltme (PDR), Değişim, Sıfır Ürün, OEM, 1 adet"
1003,KOZMETİK,Boya & Detay,Boyasız Göçük Düzeltme (PDR),BYAPDRDGSSFRMUA01,"BYAPDRDGSSFRMUA01 - Boya & Detay, Boyasız Göçük Düzeltme (PDR), Değişim, Sıfır Ürün, MUA, 1 adet"
1004,KOZMETİK,Boya & Detay,Boyasız Göçük Düzeltme (PDR),BYAPDRDGSCKMOEM01,"BYAPDRDGSCKMOEM01 - Boya & Detay, Boyasız Göçük Düzeltme (PDR), Değişim, Çıkma, OEM, 1 adet"
1005,KOZMETİK,Boya & Detay,Boyasız Göçük Düzeltme (PDR),BYAPDRDGSCKMMUA01,"BYAPDRDGSCKMMUA01 - Boya & Detay, Boyasız Göçük Düzeltme (PDR), Değişim, Çıkma, MUA, 1 adet"
1006,KOZMETİK,Boya & Detay,Detaylı İç Temizlik,BYADITONR,"BYADITONR - Boya & Detay, Detaylı İç Temizlik, Onarım"
1007,KOZMETİK,Boya & Detay,Detaylı İç Temizlik,BYADITDGSSFROEM01,"BYADITDGSSFROEM01 - Boya & Detay, Detaylı İç Temizlik, Değişim, Sıfır Ürün, OEM, 1 adet"
1008,KOZMETİK,Boya & Detay,Detaylı İç Temizlik,BYADITDGSSFRMUA01,"BYADITDGSSFRMUA01 - Boya & Detay, Detaylı İç Temizlik, Değişim, Sıfır Ürün, MUA, 1 adet"
1009,KOZMETİK,Boya & Detay,Detaylı İç Temizlik,BYADITDGSCKMOEM01,"BYADITDGSCKMOEM01 - Boya & Detay, Detaylı İç Temizlik, Değişim, Çıkma, OEM, 1 adet"
1010,KOZMETİK,Boya & Detay,Detaylı İç Temizlik,BYADITDGSCKMMUA01,"BYADITDGSCKMMUA01 - Boya & Detay, Detaylı İç Temizlik, Değişim, Çıkma, MUA, 1 adet"
1011,KOZMETİK,Boya & Detay,Detaylı Dış Temizlik,BYADDTONR,"BYADDTONR - Boya & Detay, Detaylı Dış Temizlik, Onarım"
1012,KOZMETİK,Boya & Detay,Detaylı Dış Temizlik,BYADDTDGSSFROEM01,"BYADDTDGSSFROEM01 - Boya & Detay, Detaylı Dış Temizlik, Değişim, Sıfır Ürün, OEM, 1 adet"
1013,KOZMETİK,Boya & Detay,Detaylı Dış Temizlik,BYADDTDGSSFRMUA01,"BYADDTDGSSFRMUA01 - Boya & Detay, Detaylı Dış Temizlik, Değişim, Sıfır Ürün, MUA, 1 adet"
1014,KOZMETİK,Boya & Detay,Detaylı Dış Temizlik,BYADDTDGSCKMOEM01,"BYADDTDGSCKMOEM01 - Boya & Detay, Detaylı Dış Temizlik, Değişim, Çıkma, OEM, 1 adet"
1015,KOZMETİK,Boya & Detay,Detaylı Dış Temizlik,BYADDTDGSCKMMUA01,"BYADDTDGSCKMMUA01 - Boya & Detay, Detaylı Dış Temizlik, Değişim, Çıkma, MUA, 1 adet"
1016,KOZMETİK,Boya & Detay,Far Parlatma (Polisaj),BYAFRPONR,"BYAFRPONR - Boya & Detay, Far Parlatma (Polisaj), Onarım"
1017,KOZMETİK,Boya & Detay,Far Parlatma (Polisaj),BYAFRPDGSSFROEM01,"BYAFRPDGSSFROEM01 - Boya & Detay, Far Parlatma (Polisaj), Değişim, Sıfır Ürün, OEM, 1 adet"
1018,KOZMETİK,Boya & Detay,Far Parlatma (Polisaj),BYAFRPDGSSFRMUA01,"BYAFRPDGSSFRMUA01 - Boya & Detay, Far Parlatma (Polisaj), Değişim, Sıfır Ürün, MUA, 1 adet"
1019,KOZMETİK,Boya & Detay,Far Parlatma (Polisaj),BYAFRPDGSCKMOEM01,"BYAFRPDGSCKMOEM01 - Boya & Detay, Far Parlatma (Polisaj), Değişim, Çıkma, OEM, 1 adet"
1020,KOZMETİK,Boya & Detay,Far Parlatma (Polisaj),BYAFRPDGSCKMMUA01,"BYAFRPDGSCKMMUA01 - Boya & Detay, Far Parlatma (Polisaj), Değişim, Çıkma, MUA, 1 adet"
